"","X1","X","abr","precinct","address","pollname","abrprecincts","longitude","latitude","geocode_rating","clean_address"
"3586",3586,NA,"HIL","517","15550 Spring Pine Dr, Tampa, FL 33624","Northdale Regional Park","HIL517",-82.52851,28.0512,"56","11041 Springridge Dr Carrollwood FL 33624"
"3587",3587,NA,"HIL","518","15728 Country Lake Dr, Tampa, FL 33624","Country Place Park","HIL518",-82.5303,28.09436,"8","15728 Country Lake Dr Northdale FL 33624"
"3588",3588,NA,"HIL","519","4811 Ehrlich Rd, Tampa, FL 33624","Bible Based Fellowship Church","HIL519",-82.52776,28.08469,"8","4811 Ehrlich Rd Northdale FL 33624"
"3589",3589,NA,"HIL","520","15728 Country Lake Dr, Tampa, FL 33624","Country Place Park","HIL520",-82.5303,28.09436,"8","15728 Country Lake Dr Northdale FL 33624"
"3590",3590,NA,"HIL","521","15728 Country Lake Dr, Tampa, FL 33624","Country Place Park","HIL521",-82.5303,28.09436,"8","15728 Country Lake Dr Northdale FL 33624"
"3591",3591,NA,"HIL","522","13312 Cain Rd, Tampa, FL 33625","St Marks Episcopal Church","HIL522",-82.55792,28.06626,"8","13312 Cain Rd Citrus Park FL 33625"
"3592",3592,NA,"HIL","523","13312 Cain Rd, Tampa, FL 33625","St Marks Episcopal Church","HIL523",-82.55792,28.06626,"8","13312 Cain Rd Citrus Park FL 33625"
"3593",3593,NA,"HIL","524","5395 Ehrlich Rd, Tampa, FL 33625","Carrollwood Baptist Church","HIL524",-82.54189,28.08334,"8","5395 Ehrlich Rd Northdale FL 33625"
"3594",3594,NA,"HIL","525","14514 Del Valle Rd, Tampa, FL 33625","Faith Family Worship Center","HIL525",-82.56606,28.08399,"8","14514 del Valle Rd Citrus Park FL 33625"
"3595",3595,NA,"HIL","526","14720 Ed Radice Dr, Tampa, FL 33626","Ed Radice Sports Complex-Baseball Bldg.","HIL526",-82.47641,27.96797,"100","NA NA NA Tampa FL 33626"
"3596",3596,NA,"HIL","527","14301 Nine Eagles Dr, Tampa, FL 33626","Philippine Art and Cultural Foundation","HIL527",-82.63147,28.07778,"8","14301 Nine Eagles Dr Keystone FL 33626"
"3597",3597,NA,"HIL","528","15728 Country Lake Dr, Tampa, FL 33624","Country Place Park","HIL528",-82.5303,28.09436,"8","15728 Country Lake Dr Northdale FL 33624"
"3598",3598,NA,"HIL","529","17808 Wayne Rd, Odessa, FL 33556","Austin Davis Library","HIL529",-82.58689,28.13812,"7","17808 Wayne Rd Keystone FL 33556"
"3599",3599,NA,"HIL","530","14301 Nine Eagles Dr, Tampa, FL 33626","Philippine Art and Cultural Foundation","HIL530",-82.63147,28.07778,"8","14301 Nine Eagles Dr Keystone FL 33626"
"3600",3600,NA,"HIL","531","5107 W Lutz Lake Fern Rd, Lutz, FL 33558","Hope Church Presbyterian, Inc.","HIL531",-82.51631,28.15516,"6","5107 Lutz Lake Fern Rd Cheval FL 33558"
"3601",3601,NA,"HIL","532","15728 Country Lake Dr, Tampa, FL 33624","Country Place Park","HIL532",-82.5303,28.09436,"8","15728 Country Lake Dr Northdale FL 33624"
"3602",3602,NA,"HIL","533","5315 Van Dyke Rd, Lutz, FL 33558","All Saints Lutheran Church","HIL533",-82.5318,28.128,"11","5401 Van Dyke Rd Cheval FL 33558"
"3603",3603,NA,"HIL","534","4417 Northdale Blvd, Tampa, FL 33624","Northdale Golf & Tennis Club","HIL534",-82.52822,28.09955,"8","4417 Northdale Blvd Northdale FL 33624"
"3604",3604,NA,"HIL","535","17875 Sailfish Dr, Lutz, FL 33558","Lake Carlton Arms Apartments","HIL535",-82.54464,28.13382,"6","17875 Sailfish Dr Cheval FL 33558"
"3605",3605,NA,"HIL","536","15728 Country Lake Dr, Tampa, FL 33624","Country Place Park","HIL536",-82.5303,28.09436,"8","15728 Country Lake Dr Northdale FL 33624"
"3606",3606,NA,"HIL","537","3109 W Lutz Lake Fern Rd, Lutz, FL 33558","J F Swartsel Masonic Lodge 251","HIL537",-82.49529,28.15563,"6","3109 Lutz Lake Fern Rd Cheval FL 33558"
"3607",3607,NA,"HIL","538","5101 Van Dyke Rd, Lutz, FL 33558","Grace Family Church","HIL538",-82.5318,28.128,"11","5401 Van Dyke Rd Cheval FL 33558"
"3608",3608,NA,"HIL","539","3109 W Lutz Lake Fern Rd, Lutz, FL 33558","J F Swartsel Masonic Lodge 251","HIL539",-82.49529,28.15563,"6","3109 Lutz Lake Fern Rd Cheval FL 33558"
"3609",3609,NA,"HIL","540","3109 W Lutz Lake Fern Rd, Lutz, FL 33558","J F Swartsel Masonic Lodge 251","HIL540",-82.49529,28.15563,"6","3109 Lutz Lake Fern Rd Cheval FL 33558"
"3610",3610,NA,"HIL","541","5101 Van Dyke Rd, Lutz, FL 33558","Grace Family Church","HIL541",-82.5318,28.128,"11","5401 Van Dyke Rd Cheval FL 33558"
"3611",3611,NA,"HIL","542","5101 Van Dyke Rd, Lutz, FL 33558","Grace Family Church","HIL542",-82.5318,28.128,"11","5401 Van Dyke Rd Cheval FL 33558"
"3612",3612,NA,"HIL","550","3714 W Linebaugh Ave, Tampa, FL 33618","Grace Lutheran Church","HIL550",-82.50379,28.04003,"10","3714 Linebaugh Ave Carrollwood FL 33618"
"3613",3613,NA,"HIL","551","3515 McFarland Rd, Tampa, FL 33618","Carrollwood Recreation Center","HIL551",-82.49869,28.05306,"10","3515 McFarland Rd Carrollwood FL 33618"
"3614",3614,NA,"HIL","552","3515 McFarland Rd, Tampa, FL 33618","Carrollwood Recreation Center","HIL552",-82.49869,28.05306,"10","3515 McFarland Rd Carrollwood FL 33618"
"3615",3615,NA,"HIL","554","3714 W Linebaugh Ave, Tampa, FL 33618","Grace Lutheran Church","HIL554",-82.50379,28.04003,"10","3714 Linebaugh Ave Carrollwood FL 33618"
"3616",3616,NA,"HIL","555","12012 N Rome Ave, Tampa, FL 33612","Lake Carroll Baptist Church","HIL555",-82.47593,28.05692,"11","12012 Rome Ave Lake Magdalene FL 33612"
"3617",3617,NA,"HIL","557","1902 S Village Ave, Tampa, FL 33612","Roy Haynes Park","HIL557",-82.47729,28.06306,"11","1902 Village Ave Lake Magdalene FL 33612"
"3618",3618,NA,"HIL","559","2121 E 131st Ave, Tampa, FL 33612","University Baptist Church","HIL559",-82.43628,28.06546,"10","2121 131st Ave University FL 33612"
"3619",3619,NA,"HIL","560","12401 N 22nd St, Tampa, FL 33612","University Village","HIL560",-82.43447,28.0613,"10","12401 22nd St University FL 33612"
"3620",3620,NA,"HIL","561","4100 E Fletcher Ave, Tampa, FL 33613","John Knox Village","HIL561",-82.41544,28.06921,"10","4100 Fletcher Ave University FL 33613"
"3621",3621,NA,"HIL","562","14013 N 22nd St, Tampa, FL 33613","University Area Community Dev","HIL562",-82.43444,28.07458,"10","14013 22nd St University FL 33613"
"3622",3622,NA,"HIL","563","1201 Skipper Rd, Tampa, FL 33613","The Village Of Tampa","HIL563",-82.44655,28.08037,"10","1201 Skipper Rd University FL 33613"
"3623",3623,NA,"HIL","565","13228 N Central Ave, Tampa, FL 33612","Boy Scouts of America Gulf Ridge","HIL565",-82.45533,28.06648,"11","13228 Central Ave Lake Magdalene FL 33612"
"3624",3624,NA,"HIL","566","14013 N 22nd St, Tampa, FL 33613","University Area Community Dev","HIL566",-82.43444,28.07458,"10","14013 22nd St University FL 33613"
"3625",3625,NA,"HIL","567","14013 N 22nd St, Tampa, FL 33613","University Area Community Dev","HIL567",-82.43444,28.07458,"10","14013 22nd St University FL 33613"
"3626",3626,NA,"HIL","569","808 W Bearss Ave, Tampa, FL 33613","Buchanan Baptist Church","HIL569",-82.46727,28.08803,"11","808 Bearss Ave Lake Magdalene FL 33613"
"3627",3627,NA,"HIL","571","16235 Lake Magdalene Blvd, Tampa, FL 33613","Celebration Church","HIL571",-82.46344,28.09512,"11","16235 Lake Magdalene Blvd Lake Magdalene FL 33613"
"3628",3628,NA,"HIL","573","13228 N Central Ave, Tampa, FL 33612","Boy Scouts Of America Gulf Ridge","HIL573",-82.45533,28.06648,"11","13228 Central Ave Lake Magdalene FL 33612"
"3629",3629,NA,"HIL","574","2902 W Fletcher Ave, Tampa, FL 33618","Lake Magdalene United Methodist Ch","HIL574",-82.49826,28.06571,"10","2902 Fletcher Ave Carrollwood FL 33618"
"3630",3630,NA,"HIL","575","3120 Clay Mangum Ln, Tampa, FL 33618","County Children Services- Athletic Center","HIL575",-82.4949,28.06965,"11","3120 Clay Mangum Ln Lake Magdalene FL 33618"
"3631",3631,NA,"HIL","577","2902 W Bearss Ave, Tampa, FL 33618","Jimmie B. Keel Regional Library","HIL577",-82.49335,28.08696,"11","2902 Bearss Ave Lake Magdalene FL 33618"
"3632",3632,NA,"HIL","578","2902 W Bearss Ave, Tampa, FL 33618","Jimmie B Keel Regional Library","HIL578",-82.49335,28.08696,"11","2902 Bearss Ave Lake Magdalene FL 33618"
"3633",3633,NA,"HIL","579","15520 N Boulevard, Tampa, FL 33613","St. Mary Catholic Church","HIL579",-82.46762,28.0758,"16","14298 N Blvd Lake Magdalene FL 33613"
"3634",3634,NA,"HIL","581","14801 Livingston Ave, Lutz, FL 33559","New Tampa Baptist Church","HIL581",-82.43073,28.08337,"9","14801 Livingston Ave University FL 33559"
"3635",3635,NA,"HIL","583","14735 Lake Forest Dr, Lutz, FL 33559","Lake Forest HOA Inc Clubhouse","HIL583",-82.42059,28.08266,"9","14735 Lake Forest Dr University FL 33559"
"3636",3636,NA,"HIL","584","14735 Lake Forest Dr, Lutz, FL 33559","Lake Forest HOA Inc Clubhouse","HIL584",-82.42059,28.08266,"9","14735 Lake Forest Dr University FL 33559"
"3637",3637,NA,"HIL","585","17112 Livingston Ave, Lutz, FL 33559","Community of Christ Church","HIL585",-82.43068,28.11723,"0","17112 Livingston Ave Lutz FL 33559"
"3638",3638,NA,"HIL","587","410 E Chapman Rd, Lutz, FL 33549","River Of Life Church","HIL587",-82.45691,28.10571,"0","410 Chapman Rd Lutz FL 33549"
"3639",3639,NA,"HIL","589","960 W Lutz Lake Fern Rd, Lutz, FL 33548","First United Methodist Church of Lutz","HIL589",-82.47909,28.1577,"0","960 Lutz Lake Fern Rd Lutz FL 33548"
"3640",3640,NA,"HIL","591","960 W Lutz Lake Fern Rd, Lutz, FL 33548","First United Methodist Church of Lutz","HIL591",-82.47909,28.1577,"0","960 Lutz Lake Fern Rd Lutz FL 33548"
"3641",3641,NA,"HIL","595","98 1st Ave NW, Lutz, FL 33548","Lutz Civic Center","HIL595",-82.46219,28.15205,"0","98 1st Ave Lutz FL 33548"
"3642",3642,NA,"HIL","601","7225 E Chelsea St, Tampa, FL 33610","East Chelsea Baptist Church","HIL601",-82.3761,27.98511,"17","7225 Chelsea St East Lake-Orient Park FL 33610"
"3643",3643,NA,"HIL","605","7217 Kingsbury CIr, Tampa, FL 33610","Eastlake Park Civic Club","HIL605",-82.37592,27.9904,"17","7217 Kingsbury Cir East Lake-Orient Park FL 33610"
"3644",3644,NA,"HIL","613","5500 E Sligh Ave, Tampa, FL 33617","Living Faith Assembly of God","HIL613",-82.39571,28.0108,"17","5500 Sligh Ave East Lake-Orient Park FL 33617"
"3645",3645,NA,"HIL","617","8718 N 46th St, Tampa, FL 33617","Bible Based Fellowship Church of Temple Terrace","HIL617",-82.41003,28.03169,"0","8718 46th St Tampa FL 33617"
"3646",3646,NA,"HIL","622","8610 Temple Terrace HWY, Tampa, FL 33637","Grace Family Church, Temple Terrace","HIL622",-82.35761,28.0327,"0","8610 Temple Terrace Hwy Tampa FL 33637"
"3647",3647,NA,"HIL","623","7225 E Chelsea St, Tampa, FL 33610","East Chelsea Baptist Church","HIL623",-82.3761,27.98511,"17","7225 Chelsea St East Lake-Orient Park FL 33610"
"3648",3648,NA,"HIL","625","11400 Morris Bridge Rd, Tampa, FL 33637","Unitarian Universalist Church","HIL625",-82.35303,28.04701,"0","11400 Morris Bridge Rd Tampa FL 33637"
"3649",3649,NA,"HIL","626","420 Bullard Pkwy, Temple Terrace, FL 33617","Temple Terrace Presbyterian Church","HIL626",-82.38724,28.03254,"0","420 Bullard Pkwy Temple Terrace FL 33617"
"3650",3650,NA,"HIL","629","6720 C R 579 N, Seffner, FL 33584","First Missionary Baptist Church of Seffner","HIL629",-82.29463,27.99309,"89","NA Cherry Ave Mango FL 33584"
"3651",3651,NA,"HIL","631","10715 Main St, Thonotosassa, FL 33592","Thonotosassa Branch Library","HIL631",-82.29436,28.05792,"0","10715 Main St Thonotosassa FL 33592"
"3652",3652,NA,"HIL","633","13515 N US Highway 301, Thonotosassa, FL 33592","Fellowship Baptist Church","HIL633",-82.26923,28.08738,"34","13515 301 US Hwy Thonotosassa FL 33592"
"3653",3653,NA,"HIL","635","11706 Williams Rd, Thonotosassa, FL 33592","Sterling Heights Recreation Center","HIL635",-82.33551,28.05445,"0","11706 Williams Rd Thonotosassa FL 33592"
"3654",3654,NA,"HIL","636","11706 Williams Rd, Thonotosassa, FL 33592","Sterling Heights Recreation Center","HIL636",-82.33551,28.05445,"0","11706 Williams Rd Thonotosassa FL 33592"
"3655",3655,NA,"HIL","637","11706 Williams Rd, Thonotosassa, FL 33592","Sterling Heights Recreation Center","HIL637",-82.33551,28.05445,"0","11706 Williams Rd Thonotosassa FL 33592"
"3656",3656,NA,"HIL","639","12735 Knights Griffin Rd, Thonotosassa, FL 33592","East Thonotosassa Baptist Church","HIL639",-82.25127,28.07623,"0","12735 Knights Griffin Rd Thonotosassa FL 33592"
"3657",3657,NA,"HIL","641","13101 USF Sycamore Dr, Tampa, FL 33617","Hillel Jewish Student Center","HIL641",-82.41241,28.06491,"82","NA Usf Cedar Cir Tampa FL 33620"
"3658",3658,NA,"HIL","643","13101 USF Sycamore Dr, Tampa, FL 33617","Hillel Jewish Student Center","HIL643",-82.41241,28.06491,"82","NA Usf Cedar Cir Tampa FL 33620"
"3659",3659,NA,"HIL","650","10002 N 56th St, Temple Terrace, FL 33617","First Baptist Church Temple Terrace","HIL650",-82.39365,28.04024,"0","10002 56th St Temple Terrace FL 33617"
"3660",3660,NA,"HIL","651","420 Bullard Pkwy, Temple Terrace, FL 33617","Temple Terrace Presbyterian Church","HIL651",-82.38724,28.03254,"0","420 Bullard Pkwy Temple Terrace FL 33617"
"3661",3661,NA,"HIL","652","7620 Wakulla Dr, Tampa, FL 33637","Orange River Estates HOA Clubhouse","HIL652",-82.37144,28.02328,"12","7601 Wakulla Dr Temple Terrace FL 33637"
"3662",3662,NA,"HIL","653","415 Woodmont Ave, Temple Terrace, FL 33617","Woodmont Clubhouse","HIL653",-82.38867,28.03576,"0","415 Woodmont Ave Temple Terrace FL 33617"
"3663",3663,NA,"HIL","654","10002 N 56th St, Temple Terrace, FL 33617","First Baptist Church Temple Terrace","HIL654",-82.39365,28.04024,"0","10002 56th St Temple Terrace FL 33617"
"3664",3664,NA,"HIL","655","502 Druid Hills Rd, Temple Terrace, FL 33617","St Catherines Episcopal Church","HIL655",-82.38491,28.04349,"0","502 Druid Hills Rd Temple Terrace FL 33617"
"3665",3665,NA,"HIL","657","6161 E Fowler Ave, Temple Terrace, FL 33617","Fowler Avenue Baptist Church","HIL657",-82.38554,28.05427,"0","6161 Fowler Ave Temple Terrace FL 33617"
"3666",3666,NA,"HIL","658","11400 Morris Bridge Rd, Tampa, FL 33637","Unitarian Universalist Church","HIL658",-82.35303,28.04701,"0","11400 Morris Bridge Rd Tampa FL 33637"
"3667",3667,NA,"HIL","659","502 Druid Hills Rd, Temple Terrace, FL 33617","St Catherines Episcopal Church","HIL659",-82.38491,28.04349,"0","502 Druid Hills Rd Temple Terrace FL 33617"
"3668",3668,NA,"HIL","661","415 Woodmont Ave, Temple Terrace, FL 33617","Woodmont Clubhouse","HIL661",-82.38867,28.03576,"0","415 Woodmont Ave Temple Terrace FL 33617"
"3669",3669,NA,"HIL","662","6161 E Fowler Ave, Temple Terrace, FL 33617","Fowler Avenue Baptist Church","HIL662",-82.38554,28.05427,"0","6161 Fowler Ave Temple Terrace FL 33617"
"3670",3670,NA,"HIL","671","19911 Bruce B Downs Blvd, Tampa, FL 33647","Tampa Bay Presbyterian Church","HIL671",-82.35321,28.15616,"12","19911 Bruce B Downs Blvd Pebble Creek FL 33647"
"3671",3671,NA,"HIL","673","10001 Cross Creek Blvd, Tampa, FL 33647","New Tampa Regional Library","HIL673",-82.33135,28.142,"0","10001 Cross Creek Blvd Tampa FL 33647"
"3672",3672,NA,"HIL","700","17004 Dorman Rd, Lithia, FL 33547","The Palmetto Club at Fishhawk Ranch","HIL700",-82.21641,27.84285,"6","17004 Dorman Rd Fish Hawk FL 33547"
"3673",3673,NA,"HIL","701","17004 Dorman Rd, Lithia, FL 33547","The Palmetto Club at Fishhawk Ranch","HIL701",-82.21641,27.84285,"6","17004 Dorman Rd Fish Hawk FL 33547"
"3674",3674,NA,"HIL","702","17004 Dorman Rd, Lithia, FL 33547","The Palmetto Club at Fishhawk Ranch","HIL702",-82.21641,27.84285,"6","17004 Dorman Rd Fish Hawk FL 33547"
"3675",3675,NA,"HIL","703","5708 Lithia Pinecrest Rd, Lithia, FL 33547","Grace Community United Methodist Church","HIL703",-82.1962,27.85937,"6","5708 Lithia Pinecrest Rd Fish Hawk FL 33547"
"3676",3676,NA,"HIL","704","17004 Dorman Rd, Lithia, FL 33547","The Palmetto Club at Fishhawk Ranch","HIL704",-82.21641,27.84285,"6","17004 Dorman Rd Fish Hawk FL 33547"
"3677",3677,NA,"HIL","705","10308 Lithia Pinecrest Rd, Lithia, FL 33547","Keysville Assembly Of God","HIL705",-82.09913,27.85051,"15","10308 Lithia Pinecrest Rd Wimauma-Riverview FL 33547"
"3678",3678,NA,"HIL","706","9390 Edison Rd, Lithia, FL 33547","Keysville Recreation Center","HIL706",-82.07576,27.87901,"13","NA Edison Rd Plant City FL 33547"
"3679",3679,NA,"HIL","707","6015 W Farkas Rd, Plant City, FL 33567","Ahava Baptist Church","HIL707",-82.17239,27.94217,"0","6015 Farkas Rd Plant City FL 33567"
"3680",3680,NA,"HIL","708","17004 Dorman Rd, Lithia, FL 33547","The Palmetto Club at Fishhawk Ranch","HIL708",-82.21641,27.84285,"6","17004 Dorman Rd Fish Hawk FL 33547"
"3681",3681,NA,"HIL","709","3505 W Lone Oak Rd, Plant City, FL 33567","Lone Oak Baptist Church","HIL709",-82.15396,27.95946,"2","3505 Lone Oak Rd Plant City FL 33567"
"3682",3682,NA,"HIL","710","17004 Dorman Rd, Lithia, FL 33547","The Palmetto Club at Fishhawk Ranch","HIL710",-82.21641,27.84285,"6","17004 Dorman Rd Fish Hawk FL 33547"
"3683",3683,NA,"HIL","711","4305 James L Redman Pkwy, Plant City, FL 33567","Parkway Baptist Church","HIL711",-82.1213,27.95552,"0","4305 James L Redman Pkwy Plant City FL 33567"
"3684",3684,NA,"HIL","712","17004 Dorman Rd, Lithia, FL 33547","The Palmetto Club at Fishhawk Ranch","HIL712",-82.21641,27.84285,"6","17004 Dorman Rd Fish Hawk FL 33547"
"3685",3685,NA,"HIL","713","5009 Nesmith Rd, Plant City, FL 33567","Bealsville Community Center","HIL713",-82.0728,27.94648,"0","5009 Nesmith Rd Plant City FL 33567"
"3686",3686,NA,"HIL","721","3223 Gallagher Rd, Dover, FL 33527","First Baptist Church of Dover","HIL721",-82.236,27.99525,"0","3223 Gallagher Rd Dover FL 33527"
"3687",3687,NA,"HIL","750","2402 Mud Lake Rd, Plant City, FL 33566","Plant City Community Church of the Nazarene","HIL750",-82.13778,27.98597,"0","2402 Mud Lake Rd Plant City FL 33566"
"3688",3688,NA,"HIL","751","1107 Charlie Griffin Rd, Plant City, FL 33566","GracePoint Church","HIL751",-82.13153,27.98143,"0","1107 Charlie Griffin Rd Plant City FL 33566"
"3689",3689,NA,"HIL","753","1904 S Park Rd, Plant City, FL 33563","Plant City Recreation & Parks","HIL753",-82.10493,28.0298,"2","1904 Park Rd Plant City FL 33563"
"3690",3690,NA,"HIL","754","602 Charlie Griffin Rd, Plant City, FL 33566","First Assembly of God","HIL754",-82.12544,27.98161,"0","602 Charlie Griffin Rd Plant City FL 33566"
"3691",3691,NA,"HIL","755","601 N Gordon St, Plant City, FL 33563","First Church of God of Plant City","HIL755",-82.1133,28.01837,"0","601 Gordon St Plant City FL 33563"
"3692",3692,NA,"HIL","757","2207 W Baker St, Plant City, FL 33563","American Legion Post 26","HIL757",-82.14158,28.01836,"0","2207 Baker St Plant City FL 33563"
"3693",3693,NA,"HIL","759","302 W McLendon St, Plant City, FL 33563","Bruton Memorial Library","HIL759",-82.12565,28.01832,"0","302 McLendon St Plant City FL 33563"
"3694",3694,NA,"HIL","761","3409 Cork Rd, Plant City, FL 33565","Bethany Baptist Church","HIL761",-82.17494,28.04862,"0","3409 Cork Rd Plant City FL 33565"
"3695",3695,NA,"HIL","763","4240 N Frontage Rd, Plant City, FL 33563","Hope Lutheran Church","HIL763",-82.11637,28.03725,"9","498 Frontage Rd Plant City FL 33563"
"3696",3696,NA,"HIL","764","750 Country Meadows Blvd, Plant City, FL 33565","The Meadows At Countrywood","HIL764",-82.12151,28.05115,"6","NA Country Meadows Blvd Plant City FL 33565"
"3697",3697,NA,"HIL","765","4809 Alexander St N, Plant City, FL 33565","Knights Baptist Church","HIL765",-82.13395,28.0302,"14","1898 Alexander St Plant City FL 33563"
"3698",3698,NA,"HIL","767","3410 Nesmith Rd, Plant City, FL 33566","Springhead Civic Center","HIL767",-82.072,27.97167,"0","3410 Nesmith Rd Plant City FL 33566"
"3699",3699,NA,"HIL","769","4240 N Frontage Rd, Plant City, FL 33565","Faith Temple Assembly of God","HIL769",-82.06419,28.03727,"0","4240 Frontage Rd Plant City FL 33565"
"3700",3700,NA,"HIL","801","11349 Bloomingdale Ave, Riverview, FL 33578","The Barn Theatre at Winthrop","HIL801",-82.30917,27.89369,"11","11304 Bloomingdale Ave Brandon FL 33578"
"3701",3701,NA,"HIL","802","4929 Bell Shoals Rd, Valrico, FL 33596","South Brandon Worship Center","HIL802",-82.26919,27.85843,"16","5331 Bell Shoals Rd Bloomingdale FL 33596"
"3702",3702,NA,"HIL","803","4929 Bell Shoals Rd, Valrico, FL 33596","South Brandon Worship Center","HIL803",-82.26919,27.85843,"16","5331 Bell Shoals Rd Bloomingdale FL 33596"
"3703",3703,NA,"HIL","804","710 E Bloomingdale Ave, Brandon, FL 33511","Presbyterian Church of Bloomingdale","HIL804",-82.27719,27.89377,"0","710 Bloomingdale Ave Brandon FL 33511"
"3704",3704,NA,"HIL","805","4929 Bell Shoals Rd, Valrico, FL 33596","South Brandon Worship Center","HIL805",-82.26919,27.85843,"16","5331 Bell Shoals Rd Bloomingdale FL 33596"
"3705",3705,NA,"HIL","806","4113 Great Golfers Pl, Valrico, FL 33596","Bloomingdale Golf Club","HIL806",-82.25977,27.87593,"11","4113 Great Golfers Pl Bloomingdale FL 33596"
"3706",3706,NA,"HIL","807","2215 Bloomingdale Ave, Valrico, FL 33596","Bloomingdale Youth Sports Association","HIL807",-82.24823,27.89374,"9","2200 Bloomingdale Ave Brandon FL 33596"
"3707",3707,NA,"HIL","808","3414 Culbreath Rd, Valrico, FL 33596","Campo Family YMCA","HIL808",-82.24688,27.89314,"11","3414 Culbreath Rd Bloomingdale FL 33596"
"3708",3708,NA,"HIL","809","1906 Bloomingdale Ave, Valrico, FL 33596","Bloomingdale Regional Library","HIL809",-82.25189,27.89375,"7","1906 Bloomingdale Ave Brandon FL 33596"
"3709",3709,NA,"HIL","810","3104 S Bryan Rd, Brandon, FL 33511","Iglesia Cristo La Senda","HIL810",-82.27759,27.8984,"0","3104 Bryan Rd Brandon FL 33511"
"3710",3710,NA,"HIL","811","2102 Bell Shoals Rd, Brandon, FL 33511","Bell Shoals Baptist Church","HIL811",-82.26937,27.91215,"0","2102 Bell Shoals Rd Brandon FL 33511"
"3711",3711,NA,"HIL","813","1801 S Miller Rd, Valrico, FL 33596","Centerpoint Church","HIL813",-82.24414,27.91146,"0","1801 Miller Rd Valrico FL 33596"
"3712",3712,NA,"HIL","814","3943 New River Hills Pkwy, Valrico, FL 33596","River Hills Country Club","HIL814",-82.21323,27.88177,"0","3943 New River Hills Pkwy Valrico FL 33596"
"3713",3713,NA,"HIL","815","1801 S Miller Rd, Valrico, FL 33596","Centerpoint Church","HIL815",-82.24414,27.91146,"0","1801 Miller Rd Valrico FL 33596"
"3714",3714,NA,"HIL","816","7051 Turkey Creek Rd, Plant City, FL 33567","Pleasant Grove Assembly of God","HIL816",-82.17036,27.90664,"2","NA Turkey Creek Rd Plant City FL 33567"
"3715",3715,NA,"HIL","817","1720 St Cloud Ave, Valrico, FL 33594","Horizon Christian Church","HIL817",-82.26174,27.96211,"82","1720 Staysail Dr Brandon FL 33594"
"3716",3716,NA,"HIL","818","3402 Activities Lane, Valrico, FL 33594","Strawberry Ridge","HIL818",-82.22549,27.93713,"0","3402 Activities Ln Valrico FL 33594"
"3717",3717,NA,"HIL","819","3402 Activities Lane, Valrico, FL 33594","Strawberry Ridge","HIL819",-82.22549,27.93713,"0","3402 Activities Ln Valrico FL 33594"
"3718",3718,NA,"HIL","820","826 S Miller Rd, Valrico, FL 33594","Hope Cumberland Presbyterian Church","HIL820",-82.24463,27.92806,"0","826 Miller Rd Valrico FL 33594"
"3719",3719,NA,"HIL","821","200 Kingsway Rd, Brandon, FL 33510","Apostles Lutheran Church","HIL821",-82.27769,27.94001,"0","200 Kingsway Rd Brandon FL 33510"
"3720",3720,NA,"HIL","825","910 Bryan Rd, Brandon, FL 33511","Brandon Christian Church","HIL825",-82.27762,27.92427,"0","910 Bryan Rd Brandon FL 33511"
"3721",3721,NA,"HIL","827","1310 John Moore Rd, Brandon, FL 33511","Christ Community Church of Brandon","HIL827",-82.28559,27.91968,"0","1310 John Moore Rd Brandon FL 33511"
"3722",3722,NA,"HIL","828","6819 Krycul Ave, Riverview, FL 33578","Resurrection Catholic Church","HIL828",-82.33077,27.88199,"2","6612 Krycul Ave Riverview FL 33578"
"3723",3723,NA,"HIL","829","2014 Providence Rd, Brandon, FL 33511","Centro Cristiano Hispano","HIL829",-82.31844,27.90113,"0","2014 Providence Rd Brandon FL 33511"
"3724",3724,NA,"HIL","830","2602 S Kings Ave, Brandon, FL 33511","Kings Avenue Baptist Church","HIL830",-82.29404,27.90513,"0","2602 Kings Ave Brandon FL 33511"
"3725",3725,NA,"HIL","832","2602 S Kings Ave, Brandon, FL 33511","Kings Avenue Baptist Church","HIL832",-82.29404,27.90513,"0","2602 Kings Ave Brandon FL 33511"
"3726",3726,NA,"HIL","833","401 Pauls Dr, Brandon, FL 33511","Arise Assembly of God at Brandon","HIL833",-82.30198,27.93265,"0","401 Pauls Dr Brandon FL 33511"
"3727",3727,NA,"HIL","834","861 W Lumsden Rd, Brandon, FL 33511","Hawthorne Estates","HIL834",-82.29965,27.92315,"0","861 Lumsden Rd Brandon FL 33511"
"3728",3728,NA,"HIL","851","408 Limona Rd, Brandon, FL 33510","Limona Village Chapel United Methodist Church","HIL851",-82.30427,27.94371,"0","408 Limona Rd Brandon FL 33510"
"3729",3729,NA,"HIL","852","8701 Progress Blvd, Tampa, FL 33619","Progress Village Civic Center","HIL852",-82.36047,27.89926,"19","8700 Progress Blvd Palm River-Clair Mel FL 33619"
"3730",3730,NA,"HIL","853","1221 Victoria St, Brandon, FL 33510","Brandon Seventh Day Adventist Church","HIL853",-82.30198,27.94502,"0","1221 Victoria St Brandon FL 33510"
"3731",3731,NA,"HIL","854","8701 Progress Blvd, Tampa, FL 33619","Progress Village Civic Center","HIL854",-82.36047,27.89926,"19","8700 Progress Blvd Palm River-Clair Mel FL 33619"
"3732",3732,NA,"HIL","855","203 N Moon Ave, Brandon, FL 33510","Brandon Masonic Lodge No 114","HIL855",-82.28817,27.94002,"0","203 Moon Ave Brandon FL 33510"
